"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Yard Line (Distance from Off. EZ)","Box Scores"
"","0.42","NE","CLE","10","2021-11-14","4","5:28","1","10","(5:28) (Shotgun) PENALTY on CLE, Defensive Too Many Men on Field, 5 yards, enforced at CLE 16 - No Play.","16.00","Box Score"
"","0.41","TB","ATL","2","2021-09-19","3","12:53","1","4","(12:53) 72-J.Wells reported in as eligible.  12-T.Brady pass incomplete short left to 14-C.Godwin. PENALTY on ATL-45-D.Jones, Defensive Pass Interference, 3 yards, enforced at ATL 4 - No Play.","4.00","Box Score"
"","0.40","BUF","NO","12","2021-11-25","2","0:33","1","10","(:33) (No Huddle, Shotgun) 17-J.Allen pass incomplete short middle [94-C.Jordan]. PENALTY on NO-94-C.Jordan, Defensive Offside, 5 yards, enforced at NO 16 - No Play.","16.00","Box Score"
"","0.40","LAC","PIT","11","2021-11-21","1","2:20","1","4","(2:20) 10-J.Herbert pass incomplete short right to 81-M.Williams. PENALTY on PIT-42-J.Pierre, Defensive Pass Interference, 3 yards, enforced at PIT 4 - No Play.","4.00","Box Score"
"","0.39","WAS","DAL","16","2021-12-26","1","0:55","1","10","(:55) (Shotgun) 4-T.Heinicke pass incomplete short left to 87-J.Bates (27-J.Kearse). PENALTY on DAL-27-J.Kearse, Defensive Holding, 5 yards, enforced at DAL 12 - No Play.","12.00","Box Score"
"","0.39","TEN","NE","12","2021-11-28","3","0:01","1","10","(:01) (No Huddle) PENALTY on NE-53-K.Van Noy, Neutral Zone Infraction, 5 yards, enforced at NE 17 - No Play.","17.00","Box Score"
"","0.39","GB","BAL","15","2021-12-19","2","13:46","1","10","(13:46) (Shotgun) 12-A.Rodgers pass incomplete deep left to 81-J.Deguara. PENALTY on BAL-99-O.Oweh, Roughing the Passer, 9 yards, enforced at BAL 18 - No Play.","18.00","Box Score"
"","0.37","LAC","MIN","10","2021-11-14","2","1:51","1","10","(1:51) (Shotgun) 10-J.Herbert pass short left to 30-A.Ekeler pushed ob at MIN 14 for 6 yards (59-N.Vigil). PENALTY on MIN-97-E.Griffen, Illegal Use of Hands, 5 yards, enforced at MIN 20 - No Play.","20.00","Box Score"
"","0.37","TEN","NO","10","2021-11-14","2","2:00","1","8","(2:00) (Shotgun) 62-A.Brewer reported in as eligible.  17-R.Tannehill pass deep left intended for 62-A.Brewer INTERCEPTED by 43-M.Williams at NO -9. Touchback. PENALTY on NO-55-K.Elliss, Roughing the Passer, 4 yards, enforced at NO 8 - No Play.","8.00","Box Score"
"","0.37","NE","LAC","8","2021-10-31","4","2:23","4","6","(2:23) (Field Goal formation) PENALTY on NE, Delay of Game, 5 yards, enforced at LAC 7 - No Play.","7.00","Box Score"
"","0.36","NE","CLE","10","2021-11-14","3","0:07","2","5","(:07) PENALTY on CLE-58-M.McDowell, Encroachment, 5 yards, enforced at CLE 17 - No Play.","17.00","Box Score"
"","0.35","SEA","JAX","8","2021-10-31","2","2:41","1","10","(2:41) PENALTY on JAX, Defensive Too Many Men on Field, 5 yards, enforced at JAX 18 - No Play.","18.00","Box Score"
"","0.34","MIN","CAR","6","2021-10-17","2","11:13","1","4","(11:13) 33-D.Cook up the middle to CAR 3 for 1 yard (90-D.Jones; 95-D.Brown). PENALTY on CAR, Defensive Too Many Men on Field, 2 yards, enforced at CAR 4 - No Play.","4.00","Box Score"
"","0.34","HOU","LAC","16","2021-12-26","3","1:25","1","10","(1:25) (Shotgun) 10-D.Mills pass incomplete short left. PENALTY on LAC-9-K.Murray, Defensive Holding, 5 yards, enforced at LAC 20 - No Play.","20.00","Box Score"
"","0.34","LAC","HOU","16","2021-12-26","4","6:58","1","10","(6:58) (Shotgun) 10-J.Herbert scrambles up the middle to HOU 23 for 1 yard (92-C.Smith). PENALTY on HOU-75-R.Carter, Illegal Use of Hands, 5 yards, enforced at HOU 23.","24.00","Box Score"
"","0.34","LAC","NYG","14","2021-12-12","2","13:01","1","10","(13:01) 10-J.Herbert pass incomplete deep right to 89-D.Parham. PENALTY on NYG-59-L.Carter, Illegal Use of Hands, 5 yards, enforced at NYG 19 - No Play.","19.00","Box Score"
"","0.34","GB","ARI","8","2021-10-28","4","4:49","1","3","(4:49) (Shotgun) 12-Aa.Rodgers pass incomplete short left to 19-E.St. Brown. PENALTY on ARI-20-M.Wilson, Defensive Pass Interference, 2 yards, enforced at ARI 3 - No Play.","3.00","Box Score"
"","0.33","ATL","PHI","1","2021-09-12","1","11:55","1","10","(11:55) PENALTY on PHI, Defensive Too Many Men on Field, 5 yards, enforced at PHI 16 - No Play.","16.00","Box Score"
"","0.33","CAR","DAL","4","2021-10-03","4","4:42","1","10","(4:42) (Shotgun) 14-S.Darnold pass incomplete short left to 13-A.Erickson. PENALTY on DAL-25-N.Wright, Illegal Use of Hands, 5 yards, enforced at DAL 13 - No Play.","13.00","Box Score"
"","0.32","ARI","CLE","6","2021-10-17","2","13:06","4","15","(13:06) (Field Goal formation) PENALTY on CLE-90-J.Clowney, Encroachment, 5 yards, enforced at CLE 23 - No Play.","23.00","Box Score"
"","0.31","NYG","DAL","5","2021-10-10","4","4:21","1","10","(4:21) (No Huddle, Shotgun) 2-M.Glennon pass incomplete short right to 80-K.Rudolph. PENALTY on DAL-27-J.Kearse, Defensive Pass Interference, 8 yards, enforced at DAL 18 - No Play.","18.00","Box Score"
"","0.31","PHI","DET","8","2021-10-31","1","4:46","1","4","(4:46) (No Huddle, Shotgun) 1-J.Hurts sacked ob at DET 16 for -12 yards (31-D.Marlowe). PENALTY on DET-24-A.Oruwariye, Defensive Holding, 2 yards, enforced at DET 4 - No Play.","4.00","Box Score"
"","0.31","SEA","JAX","8","2021-10-31","2","0:28","3","18","(:28) (Shotgun) 7-G.Smith pass short middle intended for 16-T.Lockett INTERCEPTED by 37-T.Herndon at JAX 7. 37-T.Herndon ran ob at JAX 25 for 18 yards (16-T.Lockett). PENALTY on JAX-45-K.Chaisson, Defensive Offside, 5 yards, enforced at JAX 18 - No Play.","18.00","Box Score"
"","0.31","ATL","PHI","1","2021-09-12","1","0:32","1","4","(:32) 28-M.Davis left end to PHI 5 for -1 yards (94-J.Sweat). PENALTY on PHI-98-H.Ridgeway, Defensive Holding, 2 yards, enforced at PHI 4 - No Play.","4.00","Box Score"
"","0.30","KC","CLE","1","2021-09-12","1","2:56","3","16","(2:56) (Shotgun) 15-P.Mahomes pass incomplete deep middle to 10-T.Hill (36-M.Stewart). PENALTY on CLE-95-M.Garrett, Defensive Offside, 5 yards, enforced at CLE 24 - No Play.","24.00","Box Score"
"","0.28","GB","PIT","4","2021-10-03","2","0:20","4","10","(:20) 2-M.Crosby 31 yard field goal is BLOCKED (39-M.Fitzpatrick), Center-43-H.Bradley, Holder-7-C.Bojorquez, RECOVERED by PIT-39-M.Fitzpatrick at PIT 25. 39-M.Fitzpatrick for 75 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PIT-23-J.Haden, Defensive Offside, 5 yards, enforced at PIT 13 - No Play.","13.00","Box Score"
"","0.27","CIN","NYJ","8","2021-10-31","1","0:18","1","3","(:18) 9-J.Burrow pass incomplete short left to 85-T.Higgins [91-J.Franklin-Myers]. NYJ-30-M.Carter II was injured during the play.  PENALTY on NYJ-26-B.Echols, Defensive Holding, 2 yards, enforced at NYJ 3 - No Play.","3.00","Box Score"
"","0.27","LV","MIA","3","2021-09-26","5","0:03","2","7","(:03) (Field Goal formation) PENALTY on MIA-27-J.Coleman, Neutral Zone Infraction, 4 yards, enforced at MIA 7 - No Play.","7.00","Box Score"
"","0.26","HOU","NE","5","2021-10-10","2","2:00","1","4","(2:00) (Shotgun) 10-D.Mills pass incomplete short right to 15-C.Moore. PENALTY on NE-27-J.Jackson, Defensive Holding, 2 yards, enforced at NE 4 - No Play.","4.00","Box Score"
"","0.26","WAS","PHI","17","2022-01-02","1","3:52","1","10","(3:52) (Shotgun) 4-T.Heinicke pass short right intended for 83-R.Seals-Jones INTERCEPTED by 58-G.Avery [93-M.Williams] at PHI 10. 58-G.Avery to PHI 25 for 15 yards (83-R.Seals-Jones). PENALTY on PHI-58-G.Avery, Illegal Contact, 5 yards, enforced at PHI 22 - No Play.","22.00","Box Score"
"","0.26","BUF","NYJ","18","2022-01-09","2","0:07","3","10","(:07) (Shotgun) 17-J.Allen pass incomplete short right to 14-S.Diggs. PENALTY on NYJ-37-B.Hall, Defensive Pass Interference, 10 yards, enforced at NYJ 13 - No Play.","13.00","Box Score"
"","0.22","PIT","BAL","13","2021-12-05","4","2:00","2","2","(2:00) (Shotgun) PENALTY on BAL-36-C.Clark, Defensive Offside, 5 yards, enforced at BAL 13 - No Play.","13.00","Box Score"
"","0.20","HOU","NYJ","12","2021-11-28","1","2:05","1","10","(2:05) (Shotgun) 5-T.Taylor pass short right to 9-B.Jordan pushed ob at NYJ 22 for 2 yards (56-Qu.Williams). PENALTY on NYJ-50-S.Lawson, Illegal Use of Hands, 5 yards, enforced at NYJ 24 - No Play.","24.00","Box Score"
"","0.18","TEN","SEA","2","2021-09-19","3","10:50","1","10","(10:50) (Shotgun) 17-R.Tannehill pass incomplete short middle to 85-M.Pruitt (33-J.Adams). PENALTY on SEA-57-C.Barton, Defensive Holding, 5 yards, enforced at SEA 14 - No Play.","14.00","Box Score"
"","0.13","ATL","TB","2","2021-09-19","2","0:15","1","10","(:15) (Shotgun) 2-M.Ryan pass incomplete short right. PENALTY on TB-90-J.Pierre-Paul, Defensive Offside, 5 yards, enforced at TB 23 - No Play.","23.00","Box Score"
"","0.13","PHI","NYG","16","2021-12-26","3","14:10","1","10","(14:10) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert for 21 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-16-Q.Watkins, Offensive Holding, 10 yards, enforced at NYG 9.","21.00","Box Score"
"","0.12","HOU","TEN","11","2021-11-21","4","3:30","4","9","(3:30) (Field Goal formation) PENALTY on HOU-72-G.Christian, False Start, 5 yards, enforced at TEN 14 - No Play.","14.00","Box Score"
"","0.12","PHI","KC","4","2021-10-03","3","7:18","4","6","(7:18) 4-J.Elliott 24 yard field goal is GOOD, NULLIFIED by Penalty, Center-45-R.Lovato, Holder-8-A.Siposs. PENALTY on KC-26-C.Lammons, Defensive Offside, 3 yards, enforced at KC 6 - No Play.","6.00","Box Score"
"","0.11","NE","NO","3","2021-09-26","2","0:39","4","1","(:39) (Shotgun) PENALTY on NE-85-H.Henry, False Start, 5 yards, enforced at NO 22 - No Play.","22.00","Box Score"
"","0.09","ATL","MIA","7","2021-10-24","4","0:03","4","10","(:03) (Field Goal formation) PENALTY on ATL-68-J.Andrews, False Start, 5 yards, enforced at MIA 13 - No Play.","13.00","Box Score"
"","0.09","LAC","PIT","11","2021-11-21","2","0:06","4","4","(:06) (Field Goal formation) PENALTY on LAC-74-S.Norton, False Start, 5 yards, enforced at PIT 7 - No Play.","7.00","Box Score"
"","0.00","PIT","CLE","8","2021-10-31","2","11:41","1","10","(11:41) 14-R.McCloud right end pushed ob at CLE 1 for 17 yards (51-Ma.Wilson). PENALTY on PIT-13-J.Washington, Offensive Holding, 10 yards, enforced at CLE 8.","18.00","Box Score"
"","0.00","TB","IND","12","2021-11-28","2","13:39","1","1","(13:39) 12-T.Brady up the middle to IND 1 for no gain (97-A.Muhammad, 42-A.Sendejo). PENALTY on IND-42-A.Sendejo, Unnecessary Roughness, 0 yards, enforced at IND 1 - No Play. Penalty on TB, Illegal Shift, superseded.","1.00","Box Score"
"","0.00","BUF","NYJ","10","2021-11-14","3","6:12","1","1","(6:12) 71-R.Bates reported in as eligible.  17-J.Allen pass incomplete short left to 88-D.Knox. PENALTY on NYJ-57-C.Mosley, Unnecessary Roughness, 0 yards, enforced at NYJ 1 - No Play.","1.00","Box Score"
"","-0.00","ATL","TB","13","2021-12-05","2","9:37","1","1","(9:37) 66-C.Gossett reported in as eligible.  2-M.Ryan pass incomplete short right. PENALTY on TB-98-A.Nelson, Roughing the Passer, 0 yards, enforced at TB 1 - No Play.","1.00","Box Score"
"","-0.01","PHI","TB","6","2021-10-14","4","6:46","1","1","(6:46) (No Huddle, Shotgun) 1-J.Hurts pass incomplete short right. PENALTY on TB-30-D.Delaney, Defensive Holding, 0 yards, enforced at TB 1 - No Play.","1.00","Box Score"
"","-0.08","PIT","KC","16","2021-12-26","3","3:37","4","10","(3:37) (Shotgun) PENALTY on PIT-77-J.Leglue, False Start, 5 yards, enforced at KC 11 - No Play.","11.00","Box Score"
"","-0.11","LAC","NYG","14","2021-12-12","3","9:40","4","4","(9:40) (Run formation) PENALTY on LAC, Delay of Game, 5 yards, enforced at NYG 5 - No Play.","5.00","Box Score"
"","-0.12","TEN","NO","10","2021-11-14","4","10:43","3","17","(10:43) (Shotgun) PENALTY on TEN, Delay of Game, 5 yards, enforced at NO 17 - No Play.","17.00","Box Score"
"","-0.14","HOU","MIA","9","2021-11-07","2","4:37","4","4","(4:37) (Field Goal formation) PENALTY on HOU, Delay of Game, 5 yards, enforced at MIA 17 - No Play.","17.00","Box Score"
"","-0.16","LV","DAL","12","2021-11-25","5","4:31","4","2","(4:31) (Field Goal formation) PENALTY on DAL-29-C.Goodwin, Neutral Zone Infraction, 5 yards, enforced at DAL 16 - No Play.","16.00","Box Score"
"","-0.18","BAL","PIT","13","2021-12-05","3","7:29","4","4","(7:29) (Field Goal formation) PENALTY on BAL-46-N.Moore, False Start, 5 yards, enforced at PIT 12 - No Play.","12.00","Box Score"
"","-0.19","CLE","LAC","5","2021-10-10","1","7:59","4","5","(7:59) (Pass formation) PENALTY on CLE, Delay of Game, 5 yards, enforced at LAC 12 - No Play.","12.00","Box Score"
"","-0.19","LV","PIT","2","2021-09-19","2","0:12","3","17","(:12) 4-D.Carr pass short left to 89-B.Edwards to PIT 8 for 9 yards (31-J.Layne). PENALTY on LV-74-K.Miller, Ineligible Downfield Pass, 5 yards, enforced at PIT 17 - No Play.","17.00","Box Score"
"","-0.19","CIN","BAL","16","2021-12-26","2","0:31","1","1","(:31) (Shotgun) 9-J.Burrow pass incomplete right. PENALTY on BAL-38-K.Seymour, Defensive Holding, 0 yards, enforced at BAL 1 - No Play.","1.00","Box Score"
"","-0.20","LAC","HOU","16","2021-12-26","3","6:49","3","16","(6:49) (Shotgun) PENALTY on LAC-70-R.Slater, False Start, 5 yards, enforced at HOU 20 - No Play.","20.00","Box Score"
"","-0.23","NE","IND","15","2021-12-18","3","0:53","1","18","(:53) (Shotgun) PENALTY on NE-76-I.Wynn, False Start, 5 yards, enforced at IND 20 - No Play.","20.00","Box Score"
"","-0.26","NO","TB","15","2021-12-19","2","15:00","4","2","(15:00) (Shotgun) PENALTY on NO, Delay of Game, 5 yards, enforced at TB 12 - No Play.","12.00","Box Score"
"","-0.27","PHI","KC","4","2021-10-03","3","7:16","4","3","(7:16) (Shotgun) 1-J.Hurts pass short right to 86-Z.Ertz for 3 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-19-J.Arcega-Whiteside, Offensive Pass Interference, 10 yards, enforced at KC 3 - No Play.","3.00","Box Score"
"","-0.27","CAR","NYJ","1","2021-09-12","4","9:36","4","2","(9:36) (Run formation) PENALTY on CAR, Delay of Game, 5 yards, enforced at NYJ 6 - No Play.","6.00","Box Score"
"","-0.27","NO","NYJ","14","2021-12-12","3","1:18","4","2","(1:18) (Run formation) PENALTY on NO, Delay of Game, 5 yards, enforced at NYJ 8 - No Play.","8.00","Box Score"
"","-0.27","DET","MIN","13","2021-12-05","4","0:23","3","1","(:23) (Shotgun) PENALTY on DET, Delay of Game, 5 yards, enforced at MIN 24 - No Play.","24.00","Box Score"
"","-0.30","NO","MIA","16","2021-12-27","2","2:49","4","2","(2:49) (Run formation) PENALTY on NO, Delay of Game, 5 yards, enforced at MIA 15 - No Play.","15.00","Box Score"
"","-0.31","PIT","CIN","3","2021-09-26","4","9:34","2","16","(9:34) (Shotgun) PENALTY on PIT-65-D.Moore, False Start, 5 yards, enforced at CIN 16 - No Play.","16.00","Box Score"
"","-0.32","BAL","PIT","13","2021-12-05","1","9:38","2","19","(9:38) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at PIT 23 - No Play.","23.00","Box Score"
"","-0.33","LAC","DAL","2","2021-09-19","2","0:17","2","3","(:17) (Shotgun) PENALTY on LAC-13-K.Allen, False Start, 5 yards, enforced at DAL 21 - No Play.","21.00","Box Score"
"","-0.37","PHI","CAR","5","2021-10-10","1","6:54","4","2","(6:54) (Shotgun) 1-J.Hurts pass short left to 6-D.Smith for 2 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-84-G.Ward, Offensive Pass Interference, 10 yards, enforced at CAR 2 - No Play.","2.00","Box Score"
"","-0.44","DET","ARI","15","2021-12-19","1","6:14","4","3","(6:14) (Run formation) PENALTY on DET, Delay of Game, 5 yards, enforced at ARI 14 - No Play.","14.00","Box Score"
"","-0.45","PIT","CLE","8","2021-10-31","4","0:06","4","8","(:06) (Shotgun) PENALTY on PIT-18-D.Johnson, False Start, 5 yards, enforced at CLE 20 - No Play.","20.00","Box Score"
"","-0.45","CHI","SEA","16","2021-12-26","4","10:51","3","12","(10:51) (Shotgun) PENALTY on CHI-74-G.Ifedi, False Start, 5 yards, enforced at SEA 12 - No Play.","12.00","Box Score"
"","-0.46","IND","MIA","4","2021-10-03","3","2:42","2","14","(2:42) (Shotgun) PENALTY on IND-79-E.Fisher, False Start, 5 yards, enforced at MIA 22 - No Play.","22.00","Box Score"
"","-0.46","IND","HOU","13","2021-12-05","4","2:15","1","10","(2:15) (Shotgun) PENALTY on IND-63-D.Pinter, False Start, 5 yards, enforced at HOU 10 - No Play.","10.00","Box Score"
"","-0.47","NYG","ATL","3","2021-09-26","2","9:30","3","17","(9:30) (No Huddle, Shotgun) PENALTY on NYG-39-E.Penny, False Start, 5 yards, enforced at ATL 24 - No Play.","24.00","Box Score"
"","-0.48","NO","TEN","10","2021-11-14","4","1:25","3","8","(1:25) (Shotgun) 15-T.Siemian pass short right to 11-D.Harris pushed ob at TEN 5 for 5 yards (35-C.Jackson). PENALTY on NO, Illegal Shift, 5 yards, enforced at TEN 10 - No Play.","10.00","Box Score"
"","-0.48","BUF","TEN","6","2021-10-18","2","0:47","3","7","(:47) (Shotgun) PENALTY on BUF-79-S.Brown, False Start, 5 yards, enforced at TEN 24 - No Play.","24.00","Box Score"
"","-0.49","ARI","LA","4","2021-10-03","2","10:08","2","11","(10:08) (No Huddle, Shotgun) PENALTY on ARI-79-J.Jones, False Start, 5 yards, enforced at LA 22 - No Play.","22.00","Box Score"
"","-0.49","DET","MIN","13","2021-12-05","2","0:15","2","3","(:15) (Shotgun) PENALTY on DET, Delay of Game, 5 yards, enforced at MIN 18 - No Play.","18.00","Box Score"
"","-0.50","DAL","KC","11","2021-11-21","1","3:22","3","5","(3:22) (Shotgun) PENALTY on DAL-71-L.Collins, False Start, 5 yards, enforced at KC 10 - No Play.","10.00","Box Score"
"","-0.51","CHI","PIT","9","2021-11-08","2","0:23","3","7","(:23) (Shotgun) PENALTY on CHI-75-L.Borom, False Start, 5 yards, enforced at PIT 7 - No Play.","7.00","Box Score"
"","-0.52","BAL","DEN","4","2021-10-03","2","0:18","3","10","(:18) (Shotgun) PENALTY on BAL, Offensive Too Many Men on Field, 5 yards, enforced at DEN 13 - No Play.","13.00","Box Score"
"","-0.52","CHI","CIN","2","2021-09-19","3","0:23","3","5","(:23) (Shotgun) PENALTY on CHI-1-J.Fields, False Start, 5 yards, enforced at CIN 5 - No Play.","5.00","Box Score"
"","-0.52","LV","DAL","12","2021-11-25","5","4:31","4","2","(4:31) (Field Goal formation) PENALTY on LV-75-B.Parker, False Start, 5 yards, enforced at DAL 16 - No Play.","16.00","Box Score"
"","-0.53","LAC","DEN","12","2021-11-28","4","15:00","3","9","(15:00) (Shotgun) 10-J.Herbert pass short left to 30-A.Ekeler pushed ob at DEN 6 for 12 yards (23-K.Fuller). PENALTY on LAC-63-C.Linsley, Ineligible Downfield Pass, 5 yards, enforced at DEN 18 - No Play.","18.00","Box Score"
"","-0.53","DET","ATL","16","2021-12-26","3","4:20","2","13","(4:20) PENALTY on DET-89-B.Wright, False Start, 5 yards, enforced at ATL 16 - No Play.","16.00","Box Score"
"","-0.53","TB","MIA","5","2021-10-10","4","9:05","2","5","(9:05) (Shotgun) PENALTY on TB-81-A.Brown, False Start, 5 yards, enforced at MIA 17 - No Play.","17.00","Box Score"
"","-0.54","CLE","DEN","7","2021-10-21","4","1:13","3","2","(1:13) 30-D.Johnson left guard to DEN 6 for 9 yards (21-R.Darby). PENALTY on CLE-85-D.Njoku, Illegal Motion, 5 yards, enforced at DEN 15 - No Play.","15.00","Box Score"
"","-0.54","DEN","DAL","9","2021-11-07","1","3:30","2","9","(3:30) (Shotgun) PENALTY on DEN-61-G.Glasgow, False Start, 5 yards, enforced at DAL 9 - No Play.","9.00","Box Score"
"","-0.54","BAL","DET","3","2021-09-26","2","4:21","1","10","(4:21) (Shotgun) 8-L.Jackson left end for 11 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on BAL-89-M.Andrews, Offensive Holding, 10 yards, enforced at DET 5.","11.00","Box Score"
"","-0.55","NYJ","IND","9","2021-11-04","4","3:47","2","5","(3:47) (Shotgun) PENALTY on NYJ-62-G.Van Roten, False Start, 5 yards, enforced at IND 22 - No Play.","22.00","Box Score"
"","-0.55","KC","PIT","16","2021-12-26","2","0:37","2","10","(:37) (Shotgun) PENALTY on KC-13-B.Pringle, False Start, 5 yards, enforced at PIT 20 - No Play.","20.00","Box Score"
"","-0.55","BUF","NE","13","2021-12-06","4","2:11","3","9","(2:11) (Shotgun) PENALTY on BUF-88-D.Knox, False Start, 5 yards, enforced at NE 13 - No Play.","13.00","Box Score"
"","-0.55","TEN","SEA","2","2021-09-19","2","10:43","1","10","(10:43) 22-D.Henry left guard to SEA 3 for 7 yards (6-Q.Diggs; 54-B.Wagner). PENALTY on TEN-18-J.Reynolds, Illegal Motion, 5 yards, enforced at SEA 10 - No Play.","10.00","Box Score"
"","-0.56","PIT","TEN","15","2021-12-19","4","14:05","2","7","(14:05) (Shotgun) PENALTY on PIT-18-D.Johnson, False Start, 5 yards, enforced at TEN 10 - No Play.","10.00","Box Score"
"","-0.56","JAX","HOU","1","2021-09-12","4","0:19","2","10","(:19) (Shotgun) PENALTY on JAX-68-A.Norwell, False Start, 5 yards, enforced at HOU 17 - No Play.","17.00","Box Score"
"","-0.56","NO","BUF","12","2021-11-25","3","0:34","1","10","(:34) PENALTY on NO-84-L.Humphrey, False Start, 5 yards, enforced at BUF 10 - No Play. INJURY UPDATE: BUF 27-T.White, knee, OUT.","10.00","Box Score"
"","-0.56","CIN","PIT","3","2021-09-26","1","4:07","2","4","(4:07) PENALTY on CIN-79-J.Carman, False Start, 5 yards, enforced at PIT 19 - No Play.","19.00","Box Score"
"","-0.56","LA","DET","7","2021-10-24","2","3:38","2","9","(3:38) (Shotgun) PENALTY on LA-89-T.Higbee, False Start, 5 yards, enforced at DET 20 - No Play.","20.00","Box Score"
"","-0.56","LV","CLE","15","2021-12-20","2","1:03","3","6","(1:03) (Shotgun) PENALTY on LV, Delay of Game, 5 yards, enforced at CLE 6 - No Play.","6.00","Box Score"
"","-0.57","CLE","NE","10","2021-11-14","4","8:24","3","7","(8:24) (Shotgun) PENALTY on CLE, Delay of Game, 5 yards, enforced at NE 7 - No Play.","7.00","Box Score"
"","-0.58","CIN","CLE","18","2022-01-09","3","6:35","2","9","(6:35) PENALTY on CIN, Delay of Game, 5 yards, enforced at CLE 10 - No Play.","10.00","Box Score"
"","-0.58","CAR","HOU","3","2021-09-23","2","11:29","3","8","(11:29) (Shotgun) PENALTY on CAR-65-D.Daley, False Start, 5 yards, enforced at HOU 12 - No Play.","12.00","Box Score"
"","-0.59","ARI","HOU","7","2021-10-24","2","0:22","2","9","(:22) (Shotgun) PENALTY on ARI-74-D.Humphries, False Start, 5 yards, enforced at HOU 17 - No Play.","17.00","Box Score"
"","-0.59","NE","MIA","18","2022-01-09","4","7:19","2","11","(7:19) (Shotgun) PENALTY on NE-84-K.Bourne, False Start, 5 yards, enforced at MIA 14 - No Play.","14.00","Box Score"
"","-0.60","PHI","ATL","1","2021-09-12","2","0:39","1","10","(:39) (Shotgun) PENALTY on PHI-56-I.Seumalo, False Start, 5 yards, enforced at ATL 21 - No Play.","21.00","Box Score"
"","-0.60","ARI","TEN","1","2021-09-12","2","12:20","1","10","(12:20) 1-K.Murray right end pushed ob at TEN 11 for 11 yards (37-A.Hooker). PENALTY on ARI-18-A.Green, Offensive Holding, 10 yards, enforced at TEN 15.","22.00","Box Score"
"","-0.61","JAX","ATL","12","2021-11-28","4","9:25","1","10","(9:25) (No Huddle, Shotgun) PENALTY on JAX-75-J.Taylor, False Start, 5 yards, enforced at ATL 19 - No Play.","19.00","Box Score"
"","-0.61","DET","LA","7","2021-10-24","2","0:18","2","10","(:18) (Shotgun) PENALTY on DET, Delay of Game, 5 yards, enforced at LA 18 - No Play.","18.00","Box Score"
"","-0.62","SEA","DET","17","2022-01-02","4","14:14","1","10","(14:14) (Shotgun) PENALTY on SEA-76-D.Brown, False Start, 5 yards, enforced at DET 19 - No Play.","19.00","Box Score"
"","-0.62","MIA","BAL","10","2021-11-11","4","13:11","3","6","(13:11) (Shotgun) 1-T.Tagovailoa pass short right to 68-R.Hunt to BAL 1 for 5 yards (30-C.Westry) [26-G.Stone]. PENALTY on MIA-68-R.Hunt, Illegal Touch Pass, 5 yards, enforced at BAL 6 - No Play.","6.00","Box Score"
"","-0.62","CIN","LAC","13","2021-12-05","4","8:36","2","10","(8:36) (Shotgun) 9-J.Burrow scrambles left end to LAC 7 for 3 yards (42-U.Nwosu). PENALTY on CIN-85-T.Higgins, Illegal Shift, 5 yards, enforced at LAC 10 - No Play.","10.00","Box Score"
"","-0.62","CIN","KC","17","2022-01-02","4","13:28","1","10","(13:28) PENALTY on CIN-79-J.Carman, False Start, 5 yards, enforced at KC 19 - No Play.","19.00","Box Score"
"","-0.62","TB","MIA","5","2021-10-10","4","9:23","2","1","(9:23) PENALTY on TB-76-D.Smith, False Start, 4 yards, enforced at MIA 13 - No Play.","13.00","Box Score"
"","-0.62","DAL","WAS","14","2021-12-12","1","4:07","2","5","(4:07) (Shotgun) 4-D.Prescott pass incomplete short middle to 21-E.Elliott. DAL-70-Z.Martin was injured during the play.  PENALTY on DAL-77-T.Smith, Illegal Formation, 5 yards, enforced at WAS 7 - No Play.","7.00","Box Score"
"","-0.63","DAL","ARI","17","2022-01-02","1","3:06","3","4","(3:06) (Shotgun) PENALTY on DAL-63-T.Biadasz, False Start, 5 yards, enforced at ARI 20 - No Play.","20.00","Box Score"
"","-0.63","KC","LAC","3","2021-09-26","2","0:41","1","10","(:41) (No Huddle, Shotgun) PENALTY on KC-62-J.Thuney, False Start, 5 yards, enforced at LAC 17 - No Play.","17.00","Box Score"
"","-0.64","BAL","GB","15","2021-12-19","4","6:01","2","5","(6:01) (No Huddle, Shotgun) 2-T.Huntley pass short middle to 5-M.Brown to GB 7 for 6 yards (51-K.Barnes). PENALTY on BAL-16-T.Wallace, Illegal Shift, 4 yards, enforced at GB 13 - No Play.","13.00","Box Score"
"","-0.64","SEA","LA","15","2021-12-21","2","0:20","3","12","(:20) (Shotgun) PENALTY on SEA-76-D.Brown, False Start, 5 yards, enforced at LA 16 - No Play.","16.00","Box Score"
